List,gaussian_mixture,kmeans
r31,0.0%,16.7%
r7,76.7%,76.7%
r10,0.0%,0.0%
r21,100.0%,0.0%
r34,22.9%,31.4%
r4,20.0%,10.0%
r33,0.0%,100.0%
r12,0.0%,6.7%
r13,40.0%,45.7%
r6,71.4%,5.7%
r29,32.7%,5.8%
r3,6.7%,6.7%
r24,12.5%,15.0%
r32,96.7%,96.7%
r16,10.0%,36.7%
r28,42.2%,75.6%
r25,0.0%,83.3%
r23,11.1%,11.1%
r18,3.3%,20.0%
r11,24.4%,31.1%
r27,0.0%,4.0%
r5,20.0%,40.0%
r17,10.0%,13.3%
r19,100.0%,0.0%
r8,86.7%,3.3%
r1,70.0%,0.0%
r30,3.3%,20.0%
r22,7.1%,9.5%
r26,40.0%,60.0%
r9,100.0%,100.0%
r14,17.8%,28.9%
r2,25.0%,42.5%
r20,47.5%,47.5%
r15,23.3%,16.7%
Total,31.9%,33.9%
