List,gaussian_mixture,kmeans
r31,0.0%,0.0%
r7,0.0%,76.7%
r10,60.0%,20.0%
r21,75.0%,75.0%
r34,14.3%,14.3%
r4,10.0%,10.0%
r33,100.0%,100.0%
r12,16.7%,40.0%
r13,94.3%,94.3%
r6,97.1%,97.1%
r29,100.0%,100.0%
r3,6.7%,13.3%
r24,15.0%,17.5%
r32,0.0%,0.0%
r16,46.7%,46.7%
r28,100.0%,0.0%
r25,0.0%,83.3%
r23,5.6%,27.8%
r18,10.0%,20.0%
r11,2.2%,73.3%
r27,0.0%,96.0%
r5,25.0%,25.0%
r17,10.0%,13.3%
r19,0.0%,0.0%
r8,83.3%,80.0%
r1,13.3%,0.0%
r30,6.7%,3.3%
r22,23.8%,7.1%
r26,60.0%,40.0%
r9,0.0%,0.0%
r14,68.9%,57.8%
r2,32.5%,2.5%
r20,47.5%,20.0%
r15,0.0%,0.0%
Total,37.1%,40.1%
