List,gaussian_mixture,kmeans
r31,0.0%,0.0%
r7,73.3%,73.3%
r10,40.0%,40.0%
r21,0.0%,75.0%
r34,2.9%,2.9%
r4,10.0%,10.0%
r33,0.0%,100.0%
r12,43.3%,40.0%
r13,5.7%,94.3%
r6,97.1%,91.4%
r29,100.0%,100.0%
r3,6.7%,6.7%
r24,2.5%,5.0%
r32,100.0%,0.0%
r16,26.7%,46.7%
r28,57.8%,57.8%
r25,83.3%,83.3%
r23,0.0%,22.2%
r18,10.0%,6.7%
r11,22.2%,73.3%
r27,96.0%,4.0%
r5,22.5%,32.5%
r17,10.0%,40.0%
r19,0.0%,100.0%
r8,80.0%,80.0%
r1,0.0%,96.7%
r30,26.7%,26.7%
r22,0.0%,7.1%
r26,60.0%,60.0%
r9,100.0%,100.0%
r14,55.6%,37.8%
r2,60.0%,35.0%
r20,72.5%,72.5%
r15,93.3%,93.3%
Total,43.6%,52.9%
