List,gaussian_mixture,kmeans
r31,33.3%,0.0%
r7,100.0%,100.0%
r10,60.0%,40.0%
r21,0.0%,0.0%
r34,31.4%,48.6%
r4,0.0%,10.0%
r33,100.0%,100.0%
r12,0.0%,13.3%
r13,48.6%,45.7%
r6,0.0%,97.1%
r29,13.5%,13.5%
r3,73.3%,26.7%
r24,2.5%,5.0%
r32,100.0%,100.0%
r16,56.7%,0.0%
r28,24.4%,42.2%
r25,13.3%,13.3%
r23,11.1%,0.0%
r18,23.3%,3.3%
r11,20.0%,13.3%
r27,96.0%,96.0%
r5,17.5%,15.0%
r17,0.0%,16.7%
r19,100.0%,100.0%
r8,0.0%,93.3%
r1,76.7%,76.7%
r30,6.7%,40.0%
r22,4.8%,2.4%
r26,13.3%,6.7%
r9,18.2%,0.0%
r14,68.9%,68.9%
r2,47.5%,45.0%
r20,27.5%,0.0%
r15,26.7%,26.7%
Total,34.7%,38.6%
