List,gaussian_mixture,kmeans
r31,66.7%,83.3%
r7,100.0%,0.0%
r10,20.0%,0.0%
r21,0.0%,0.0%
r34,51.4%,57.1%
r4,0.0%,10.0%
r33,0.0%,0.0%
r12,0.0%,0.0%
r13,42.9%,37.1%
r6,0.0%,97.1%
r29,13.5%,13.5%
r3,73.3%,73.3%
r24,2.5%,20.0%
r32,100.0%,100.0%
r16,0.0%,0.0%
r28,33.3%,0.0%
r25,13.3%,6.7%
r23,0.0%,0.0%
r18,26.7%,23.3%
r11,11.1%,11.1%
r27,96.0%,96.0%
r5,25.0%,2.5%
r17,53.3%,3.3%
r19,100.0%,0.0%
r8,93.3%,0.0%
r1,70.0%,70.0%
r30,33.3%,26.7%
r22,14.3%,0.0%
r26,26.7%,0.0%
r9,9.1%,36.4%
r14,60.0%,62.2%
r2,47.5%,45.0%
r20,42.5%,42.5%
r15,0.0%,0.0%
Total,35.0%,26.9%
