List,gaussian_mixture,kmeans
r31,0.0%,0.0%
r7,76.7%,76.7%
r10,0.0%,40.0%
r21,0.0%,100.0%
r34,57.1%,17.1%
r4,20.0%,10.0%
r33,100.0%,100.0%
r12,3.3%,10.0%
r13,40.0%,40.0%
r6,42.9%,45.7%
r29,84.6%,44.2%
r3,6.7%,6.7%
r24,7.5%,10.0%
r32,96.7%,96.7%
r16,13.3%,40.0%
r28,42.2%,42.2%
r25,6.7%,83.3%
r23,5.6%,5.6%
r18,3.3%,20.0%
r11,22.2%,22.2%
r27,0.0%,96.0%
r5,12.5%,25.0%
r17,6.7%,16.7%
r19,0.0%,0.0%
r8,80.0%,80.0%
r1,70.0%,70.0%
r30,26.7%,33.3%
r22,7.1%,7.1%
r26,0.0%,40.0%
r9,100.0%,100.0%
r14,17.8%,2.2%
r2,55.0%,42.5%
r20,75.0%,75.0%
r15,80.0%,3.3%
Total,39.3%,41.2%
