List,gaussian_mixture,kmeans
r31,83.3%,0.0%
r7,100.0%,0.0%
r10,20.0%,0.0%
r21,0.0%,0.0%
r34,57.1%,54.3%
r4,0.0%,0.0%
r33,0.0%,100.0%
r12,40.0%,3.3%
r13,40.0%,8.6%
r6,0.0%,97.1%
r29,13.5%,13.5%
r3,73.3%,73.3%
r24,2.5%,35.0%
r32,100.0%,100.0%
r16,6.7%,0.0%
r28,33.3%,33.3%
r25,23.3%,3.3%
r23,0.0%,0.0%
r18,13.3%,23.3%
r11,11.1%,11.1%
r27,96.0%,96.0%
r5,0.0%,27.5%
r17,6.7%,6.7%
r19,0.0%,100.0%
r8,86.7%,86.7%
r1,43.3%,0.0%
r30,13.3%,20.0%
r22,0.0%,0.0%
r26,0.0%,13.3%
r9,0.0%,0.0%
r14,35.6%,35.6%
r2,20.0%,17.5%
r20,37.5%,22.5%
r15,26.7%,0.0%
Total,28.0%,30.2%
