List,gaussian_mixture,kmeans
r31,0.0%,16.7%
r7,76.7%,76.7%
r10,0.0%,40.0%
r21,0.0%,0.0%
r34,48.6%,42.9%
r4,10.0%,0.0%
r33,100.0%,100.0%
r12,16.7%,40.0%
r13,40.0%,45.7%
r6,91.4%,37.1%
r29,40.4%,34.6%
r3,13.3%,6.7%
r24,15.0%,7.5%
r32,96.7%,96.7%
r16,36.7%,33.3%
r28,42.2%,42.2%
r25,0.0%,83.3%
r23,11.1%,11.1%
r18,20.0%,3.3%
r11,48.9%,22.2%
r27,96.0%,100.0%
r5,0.0%,5.0%
r17,3.3%,3.3%
r19,0.0%,0.0%
r8,3.3%,83.3%
r1,70.0%,70.0%
r30,3.3%,3.3%
r22,7.1%,2.4%
r26,60.0%,60.0%
r9,100.0%,100.0%
r14,22.2%,8.9%
r2,0.0%,12.5%
r20,0.0%,47.5%
r15,83.3%,0.0%
Total,36.2%,37.0%
