List,gaussian_mixture,kmeans
r31,66.7%,16.7%
r7,100.0%,0.0%
r10,20.0%,0.0%
r21,25.0%,75.0%
r34,25.7%,8.6%
r4,20.0%,0.0%
r33,100.0%,0.0%
r12,3.3%,16.7%
r13,42.9%,45.7%
r6,97.1%,97.1%
r29,13.5%,13.5%
r3,6.7%,0.0%
r24,15.0%,17.5%
r32,100.0%,100.0%
r16,46.7%,30.0%
r28,42.2%,42.2%
r25,80.0%,6.7%
r23,0.0%,5.6%
r18,20.0%,10.0%
r11,73.3%,44.4%
r27,100.0%,0.0%
r5,30.0%,25.0%
r17,36.7%,0.0%
r19,0.0%,100.0%
r8,0.0%,83.3%
r1,0.0%,73.3%
r30,16.7%,0.0%
r22,16.7%,21.4%
r26,0.0%,0.0%
r9,100.0%,100.0%
r14,64.4%,64.4%
r2,35.0%,62.5%
r20,37.5%,92.5%
r15,0.0%,30.0%
Total,41.3%,36.8%
