List,gaussian_mixture,kmeans
r31,0.0%,0.0%
r7,26.7%,73.3%
r10,0.0%,20.0%
r21,0.0%,100.0%
r34,57.1%,45.7%
r4,10.0%,0.0%
r33,100.0%,100.0%
r12,10.0%,23.3%
r13,94.3%,94.3%
r6,37.1%,40.0%
r29,13.5%,100.0%
r3,13.3%,6.7%
r24,7.5%,15.0%
r32,100.0%,100.0%
r16,46.7%,43.3%
r28,42.2%,42.2%
r25,80.0%,0.0%
r23,5.6%,5.6%
r18,10.0%,23.3%
r11,73.3%,73.3%
r27,4.0%,96.0%
r5,50.0%,55.0%
r17,0.0%,3.3%
r19,0.0%,0.0%
r8,80.0%,80.0%
r1,96.7%,83.3%
r30,0.0%,33.3%
r22,9.5%,7.1%
r26,100.0%,0.0%
r9,100.0%,100.0%
r14,46.7%,11.1%
r2,0.0%,0.0%
r20,5.0%,72.5%
r15,0.0%,0.0%
Total,38.7%,46.3%
