List,gaussian_mixture,kmeans
r31,16.7%,0.0%
r7,100.0%,76.7%
r10,40.0%,40.0%
r21,75.0%,75.0%
r34,2.9%,14.3%
r4,10.0%,20.0%
r33,100.0%,0.0%
r12,40.0%,3.3%
r13,94.3%,94.3%
r6,97.1%,91.4%
r29,100.0%,100.0%
r3,6.7%,6.7%
r24,12.5%,5.0%
r32,0.0%,0.0%
r16,46.7%,3.3%
r28,42.2%,42.2%
r25,83.3%,83.3%
r23,11.1%,5.6%
r18,6.7%,3.3%
r11,2.2%,73.3%
r27,96.0%,96.0%
r5,25.0%,25.0%
r17,36.7%,36.7%
r19,0.0%,0.0%
r8,83.3%,83.3%
r1,0.0%,0.0%
r30,13.3%,0.0%
r22,4.8%,11.9%
r26,40.0%,40.0%
r9,0.0%,100.0%
r14,57.8%,6.7%
r2,32.5%,32.5%
r20,0.0%,17.5%
r15,0.0%,0.0%
Total,39.7%,36.5%
