List,gaussian_mixture,kmeans
r31,33.3%,66.7%
r7,100.0%,0.0%
r10,20.0%,20.0%
r21,0.0%,0.0%
r34,31.4%,57.1%
r4,0.0%,0.0%
r33,0.0%,0.0%
r12,40.0%,40.0%
r13,5.7%,5.7%
r6,0.0%,97.1%
r29,13.5%,13.5%
r3,80.0%,73.3%
r24,5.0%,22.5%
r32,100.0%,100.0%
r16,46.7%,66.7%
r28,24.4%,33.3%
r25,36.7%,46.7%
r23,0.0%,22.2%
r18,26.7%,23.3%
r11,2.2%,17.8%
r27,96.0%,4.0%
r5,35.0%,27.5%
r17,0.0%,10.0%
r19,100.0%,0.0%
r8,86.7%,0.0%
r1,13.3%,70.0%
r30,43.3%,43.3%
r22,2.4%,0.0%
r26,0.0%,0.0%
r9,18.2%,0.0%
r14,62.2%,33.3%
r2,30.0%,0.0%
r20,47.5%,67.5%
r15,13.3%,0.0%
Total,32.0%,28.9%
