List,gaussian_mixture,kmeans
r31,83.3%,66.7%
r7,23.3%,76.7%
r10,40.0%,40.0%
r21,0.0%,0.0%
r34,0.0%,8.6%
r4,10.0%,10.0%
r33,100.0%,100.0%
r12,40.0%,40.0%
r13,54.3%,51.4%
r6,0.0%,97.1%
r29,13.5%,13.5%
r3,6.7%,13.3%
r24,12.5%,7.5%
r32,100.0%,100.0%
r16,46.7%,43.3%
r28,57.8%,57.8%
r25,43.3%,80.0%
r23,33.3%,33.3%
r18,20.0%,20.0%
r11,0.0%,22.2%
r27,0.0%,96.0%
r5,30.0%,52.5%
r17,6.7%,43.3%
r19,0.0%,0.0%
r8,80.0%,80.0%
r1,73.3%,73.3%
r30,3.3%,6.7%
r22,0.0%,0.0%
r26,33.3%,40.0%
r9,63.6%,31.8%
r14,51.1%,57.8%
r2,40.0%,45.0%
r20,0.0%,77.5%
r15,30.0%,0.0%
Total,31.7%,45.3%
