List,gaussian_mixture,kmeans
r31,33.3%,50.0%
r7,100.0%,100.0%
r10,0.0%,0.0%
r21,0.0%,0.0%
r34,0.0%,57.1%
r4,0.0%,0.0%
r33,0.0%,100.0%
r12,43.3%,36.7%
r13,37.1%,42.9%
r6,0.0%,0.0%
r29,13.5%,13.5%
r3,73.3%,73.3%
r24,5.0%,10.0%
r32,0.0%,100.0%
r16,43.3%,0.0%
r28,0.0%,24.4%
r25,6.7%,56.7%
r23,0.0%,22.2%
r18,3.3%,20.0%
r11,13.3%,20.0%
r27,96.0%,0.0%
r5,62.5%,7.5%
r17,3.3%,3.3%
r19,0.0%,100.0%
r8,0.0%,93.3%
r1,73.3%,0.0%
r30,13.3%,0.0%
r22,2.4%,2.4%
r26,13.3%,6.7%
r9,4.5%,0.0%
r14,64.4%,64.4%
r2,45.0%,45.0%
r20,35.0%,37.5%
r15,0.0%,26.7%
Total,24.1%,33.4%
