List,gaussian_mixture,kmeans
r31,0.0%,33.3%
r7,0.0%,0.0%
r10,60.0%,20.0%
r21,0.0%,0.0%
r34,31.4%,48.6%
r4,0.0%,0.0%
r33,100.0%,0.0%
r12,40.0%,40.0%
r13,48.6%,48.6%
r6,97.1%,97.1%
r29,13.5%,13.5%
r3,0.0%,73.3%
r24,32.5%,27.5%
r32,100.0%,0.0%
r16,76.7%,70.0%
r28,33.3%,24.4%
r25,30.0%,20.0%
r23,5.6%,0.0%
r18,23.3%,23.3%
r11,4.4%,20.0%
r27,96.0%,100.0%
r5,25.0%,27.5%
r17,3.3%,6.7%
r19,100.0%,0.0%
r8,86.7%,93.3%
r1,0.0%,70.0%
r30,36.7%,26.7%
r22,2.4%,2.4%
r26,13.3%,26.7%
r9,13.6%,18.2%
r14,64.4%,64.4%
r2,12.5%,0.0%
r20,37.5%,32.5%
r15,0.0%,0.0%
Total,36.3%,31.2%
