List,gaussian_mixture,kmeans
r31,0.0%,33.3%
r7,76.7%,76.7%
r10,20.0%,20.0%
r21,100.0%,0.0%
r34,31.4%,5.7%
r4,20.0%,0.0%
r33,100.0%,0.0%
r12,10.0%,40.0%
r13,40.0%,51.4%
r6,91.4%,94.3%
r29,86.5%,86.5%
r3,20.0%,6.7%
r24,7.5%,17.5%
r32,96.7%,96.7%
r16,33.3%,40.0%
r28,100.0%,24.4%
r25,80.0%,10.0%
r23,5.6%,11.1%
r18,3.3%,20.0%
r11,48.9%,17.8%
r27,96.0%,4.0%
r5,37.5%,35.0%
r17,20.0%,43.3%
r19,100.0%,100.0%
r8,10.0%,3.3%
r1,60.0%,0.0%
r30,3.3%,6.7%
r22,4.8%,14.3%
r26,40.0%,0.0%
r9,100.0%,0.0%
r14,71.1%,11.1%
r2,42.5%,30.0%
r20,20.0%,55.0%
r15,26.7%,70.0%
Total,49.1%,32.9%
