List,gaussian_mixture,kmeans
r31,83.3%,0.0%
r7,0.0%,0.0%
r10,0.0%,0.0%
r21,0.0%,0.0%
r34,0.0%,2.9%
r4,0.0%,60.0%
r33,0.0%,100.0%
r12,33.3%,3.3%
r13,42.9%,40.0%
r6,97.1%,97.1%
r29,13.5%,86.5%
r3,73.3%,0.0%
r24,2.5%,5.0%
r32,100.0%,100.0%
r16,0.0%,0.0%
r28,57.8%,57.8%
r25,13.3%,6.7%
r23,0.0%,0.0%
r18,3.3%,23.3%
r11,13.3%,11.1%
r27,100.0%,100.0%
r5,27.5%,27.5%
r17,0.0%,3.3%
r19,100.0%,100.0%
r8,93.3%,0.0%
r1,3.3%,73.3%
r30,33.3%,13.3%
r22,16.7%,2.4%
r26,20.0%,6.7%
r9,31.8%,31.8%
r14,44.4%,62.2%
r2,55.0%,15.0%
r20,32.5%,15.0%
r15,0.0%,16.7%
Total,31.4%,34.2%
