List,gaussian_mixture,kmeans
r31,33.3%,0.0%
r7,100.0%,76.7%
r10,0.0%,40.0%
r21,75.0%,75.0%
r34,14.3%,14.3%
r4,10.0%,10.0%
r33,100.0%,100.0%
r12,30.0%,40.0%
r13,94.3%,94.3%
r6,97.1%,5.7%
r29,0.0%,100.0%
r3,13.3%,6.7%
r24,12.5%,17.5%
r32,0.0%,0.0%
r16,46.7%,40.0%
r28,42.2%,57.8%
r25,83.3%,6.7%
r23,11.1%,5.6%
r18,6.7%,23.3%
r11,73.3%,73.3%
r27,0.0%,100.0%
r5,55.0%,7.5%
r17,40.0%,10.0%
r19,0.0%,0.0%
r8,83.3%,3.3%
r1,0.0%,0.0%
r30,20.0%,0.0%
r22,0.0%,9.5%
r26,60.0%,0.0%
r9,100.0%,100.0%
r14,55.6%,62.2%
r2,60.0%,60.0%
r20,20.0%,20.0%
r15,0.0%,0.0%
Total,41.0%,37.8%
