List,gaussian_mixture,kmeans
r31,50.0%,50.0%
r7,100.0%,100.0%
r10,0.0%,0.0%
r21,75.0%,25.0%
r34,0.0%,60.0%
r4,0.0%,0.0%
r33,100.0%,100.0%
r12,0.0%,0.0%
r13,42.9%,42.9%
r6,97.1%,0.0%
r29,86.5%,86.5%
r3,6.7%,80.0%
r24,10.0%,20.0%
r32,100.0%,0.0%
r16,40.0%,40.0%
r28,24.4%,24.4%
r25,56.7%,0.0%
r23,22.2%,0.0%
r18,20.0%,20.0%
r11,2.2%,28.9%
r27,96.0%,0.0%
r5,25.0%,5.0%
r17,6.7%,6.7%
r19,0.0%,100.0%
r8,0.0%,96.7%
r1,60.0%,13.3%
r30,13.3%,40.0%
r22,2.4%,7.1%
r26,13.3%,0.0%
r9,13.6%,0.0%
r14,51.1%,24.4%
r2,45.0%,45.0%
r20,25.0%,25.0%
r15,0.0%,0.0%
Total,36.9%,32.1%
