List,gaussian_mixture,kmeans
r31,33.3%,50.0%
r7,100.0%,100.0%
r10,0.0%,40.0%
r21,0.0%,0.0%
r34,0.0%,57.1%
r4,20.0%,60.0%
r33,0.0%,100.0%
r12,36.7%,33.3%
r13,37.1%,40.0%
r6,0.0%,0.0%
r29,13.5%,13.5%
r3,73.3%,73.3%
r24,5.0%,30.0%
r32,100.0%,100.0%
r16,3.3%,0.0%
r28,33.3%,24.4%
r25,30.0%,50.0%
r23,11.1%,0.0%
r18,23.3%,10.0%
r11,13.3%,13.3%
r27,96.0%,0.0%
r5,25.0%,5.0%
r17,50.0%,0.0%
r19,0.0%,100.0%
r8,0.0%,0.0%
r1,3.3%,76.7%
r30,13.3%,0.0%
r22,2.4%,0.0%
r26,20.0%,6.7%
r9,27.3%,0.0%
r14,62.2%,60.0%
r2,25.0%,17.5%
r20,40.0%,45.0%
r15,0.0%,0.0%
Total,26.6%,31.0%
