List,gaussian_mixture,kmeans
r31,0.0%,50.0%
r7,0.0%,100.0%
r10,40.0%,0.0%
r21,0.0%,25.0%
r34,57.1%,31.4%
r4,0.0%,0.0%
r33,100.0%,100.0%
r12,0.0%,3.3%
r13,40.0%,40.0%
r6,97.1%,0.0%
r29,13.5%,13.5%
r3,6.7%,80.0%
r24,2.5%,32.5%
r32,100.0%,100.0%
r16,0.0%,0.0%
r28,24.4%,24.4%
r25,53.3%,16.7%
r23,0.0%,0.0%
r18,6.7%,20.0%
r11,2.2%,11.1%
r27,96.0%,96.0%
r5,7.5%,0.0%
r17,0.0%,6.7%
r19,100.0%,100.0%
r8,96.7%,93.3%
r1,70.0%,70.0%
r30,20.0%,10.0%
r22,7.1%,2.4%
r26,13.3%,13.3%
r9,4.5%,0.0%
r14,62.2%,0.0%
r2,37.5%,47.5%
r20,12.5%,47.5%
r15,10.0%,26.7%
Total,33.1%,32.9%
