List,gaussian_mixture,kmeans
r31,33.3%,16.7%
r7,76.7%,76.7%
r10,40.0%,0.0%
r21,100.0%,0.0%
r34,22.9%,34.3%
r4,10.0%,10.0%
r33,100.0%,100.0%
r12,6.7%,10.0%
r13,17.1%,40.0%
r6,0.0%,42.9%
r29,32.7%,32.7%
r3,6.7%,13.3%
r24,15.0%,7.5%
r32,96.7%,96.7%
r16,36.7%,33.3%
r28,33.3%,33.3%
r25,83.3%,83.3%
r23,0.0%,5.6%
r18,3.3%,6.7%
r11,24.4%,48.9%
r27,4.0%,96.0%
r5,15.0%,25.0%
r17,10.0%,3.3%
r19,0.0%,0.0%
r8,80.0%,80.0%
r1,70.0%,70.0%
r30,3.3%,3.3%
r22,2.4%,21.4%
r26,0.0%,0.0%
r9,100.0%,100.0%
r14,22.2%,20.0%
r2,30.0%,45.0%
r20,47.5%,0.0%
r15,0.0%,3.3%
Total,32.3%,37.0%
