List,gaussian_mixture,kmeans
r31,33.3%,50.0%
r7,0.0%,0.0%
r10,20.0%,0.0%
r21,75.0%,0.0%
r34,60.0%,57.1%
r4,10.0%,0.0%
r33,100.0%,0.0%
r12,3.3%,36.7%
r13,37.1%,34.3%
r6,97.1%,97.1%
r29,86.5%,13.5%
r3,6.7%,80.0%
r24,5.0%,20.0%
r32,100.0%,100.0%
r16,46.7%,3.3%
r28,75.6%,42.2%
r25,13.3%,53.3%
r23,0.0%,0.0%
r18,20.0%,20.0%
r11,6.7%,4.4%
r27,96.0%,96.0%
r5,25.0%,0.0%
r17,20.0%,0.0%
r19,94.1%,0.0%
r8,0.0%,96.7%
r1,3.3%,70.0%
r30,13.3%,13.3%
r22,0.0%,0.0%
r26,26.7%,13.3%
r9,0.0%,0.0%
r14,62.2%,64.4%
r2,32.5%,17.5%
r20,20.0%,55.0%
r15,0.0%,0.0%
Total,36.7%,31.9%
