List,gaussian_mixture,kmeans
r31,16.7%,0.0%
r7,76.7%,76.7%
r10,40.0%,20.0%
r21,100.0%,100.0%
r34,60.0%,51.4%
r4,0.0%,10.0%
r33,100.0%,100.0%
r12,6.7%,6.7%
r13,54.3%,54.3%
r6,51.4%,40.0%
r29,32.7%,53.8%
r3,6.7%,0.0%
r24,17.5%,12.5%
r32,100.0%,100.0%
r16,40.0%,40.0%
r28,42.2%,42.2%
r25,83.3%,83.3%
r23,5.6%,5.6%
r18,26.7%,23.3%
r11,22.2%,24.4%
r27,100.0%,100.0%
r5,42.5%,42.5%
r17,23.3%,23.3%
r19,0.0%,0.0%
r8,80.0%,0.0%
r1,70.0%,70.0%
r30,6.7%,23.3%
r22,14.3%,14.3%
r26,60.0%,60.0%
r9,100.0%,0.0%
r14,13.3%,51.1%
r2,45.0%,30.0%
r20,20.0%,20.0%
r15,76.7%,10.0%
Total,44.7%,39.7%
