List,gaussian_mixture,kmeans
r31,0.0%,33.3%
r7,0.0%,0.0%
r10,40.0%,20.0%
r21,0.0%,25.0%
r34,60.0%,60.0%
r4,0.0%,10.0%
r33,100.0%,100.0%
r12,36.7%,10.0%
r13,11.4%,5.7%
r6,97.1%,97.1%
r29,13.5%,86.5%
r3,0.0%,73.3%
r24,5.0%,5.0%
r32,100.0%,100.0%
r16,0.0%,0.0%
r28,37.8%,37.8%
r25,3.3%,13.3%
r23,0.0%,0.0%
r18,16.7%,20.0%
r11,13.3%,4.4%
r27,96.0%,96.0%
r5,7.5%,7.5%
r17,23.3%,6.7%
r19,0.0%,100.0%
r8,96.7%,96.7%
r1,70.0%,0.0%
r30,36.7%,3.3%
r22,4.8%,0.0%
r26,6.7%,20.0%
r9,13.6%,0.0%
r14,46.7%,31.1%
r2,17.5%,0.0%
r20,35.0%,55.0%
r15,26.7%,0.0%
Total,32.6%,33.3%
