List,gaussian_mixture,kmeans
r31,16.7%,16.7%
r7,100.0%,0.0%
r10,0.0%,0.0%
r21,0.0%,0.0%
r34,57.1%,57.1%
r4,0.0%,0.0%
r33,100.0%,100.0%
r12,40.0%,40.0%
r13,48.6%,48.6%
r6,0.0%,97.1%
r29,13.5%,13.5%
r3,73.3%,73.3%
r24,10.0%,22.5%
r32,100.0%,100.0%
r16,46.7%,6.7%
r28,24.4%,0.0%
r25,13.3%,53.3%
r23,11.1%,0.0%
r18,20.0%,10.0%
r11,13.3%,26.7%
r27,0.0%,96.0%
r5,7.5%,25.0%
r17,10.0%,0.0%
r19,100.0%,0.0%
r8,90.0%,93.3%
r1,0.0%,73.3%
r30,0.0%,13.3%
r22,2.4%,2.4%
r26,0.0%,0.0%
r9,22.7%,22.7%
r14,64.4%,0.0%
r2,45.0%,2.5%
r20,37.5%,35.0%
r15,26.7%,26.7%
Total,33.6%,32.6%
