List,gaussian_mixture,kmeans
r31,50.0%,66.7%
r7,0.0%,100.0%
r10,0.0%,20.0%
r21,0.0%,0.0%
r34,48.6%,51.4%
r4,0.0%,10.0%
r33,100.0%,100.0%
r12,40.0%,40.0%
r13,42.9%,14.3%
r6,97.1%,97.1%
r29,13.5%,13.5%
r3,73.3%,0.0%
r24,17.5%,2.5%
r32,100.0%,0.0%
r16,73.3%,76.7%
r28,24.4%,0.0%
r25,40.0%,3.3%
r23,16.7%,0.0%
r18,13.3%,20.0%
r11,22.2%,22.2%
r27,96.0%,96.0%
r5,30.0%,25.0%
r17,0.0%,23.3%
r19,100.0%,100.0%
r8,86.7%,0.0%
r1,0.0%,73.3%
r30,30.0%,10.0%
r22,2.4%,2.4%
r26,6.7%,0.0%
r9,0.0%,13.6%
r14,62.2%,0.0%
r2,45.0%,42.5%
r20,57.5%,30.0%
r15,0.0%,0.0%
Total,39.2%,30.4%
