List,gaussian_mixture,kmeans
r31,16.7%,0.0%
r7,26.7%,73.3%
r10,0.0%,20.0%
r21,0.0%,0.0%
r34,71.4%,22.9%
r4,10.0%,10.0%
r33,100.0%,100.0%
r12,6.7%,50.0%
r13,40.0%,94.3%
r6,51.4%,37.1%
r29,7.7%,86.5%
r3,20.0%,13.3%
r24,7.5%,10.0%
r32,96.7%,96.7%
r16,6.7%,6.7%
r28,42.2%,42.2%
r25,73.3%,0.0%
r23,11.1%,0.0%
r18,13.3%,3.3%
r11,73.3%,73.3%
r27,0.0%,4.0%
r5,25.0%,2.5%
r17,3.3%,10.0%
r19,0.0%,82.4%
r8,43.3%,43.3%
r1,76.7%,93.3%
r30,3.3%,26.7%
r22,4.8%,14.3%
r26,0.0%,0.0%
r9,95.5%,95.5%
r14,20.0%,8.9%
r2,35.0%,60.0%
r20,20.0%,72.5%
r15,3.3%,0.0%
Total,32.8%,41.5%
