List,gaussian_mixture,kmeans
r31,0.0%,0.0%
r7,73.3%,73.3%
r10,40.0%,40.0%
r21,0.0%,100.0%
r34,5.7%,20.0%
r4,20.0%,10.0%
r33,100.0%,100.0%
r12,40.0%,20.0%
r13,94.3%,94.3%
r6,51.4%,40.0%
r29,90.4%,100.0%
r3,0.0%,13.3%
r24,12.5%,12.5%
r32,0.0%,0.0%
r16,43.3%,43.3%
r28,42.2%,42.2%
r25,0.0%,80.0%
r23,16.7%,0.0%
r18,20.0%,20.0%
r11,73.3%,73.3%
r27,4.0%,96.0%
r5,2.5%,25.0%
r17,6.7%,20.0%
r19,0.0%,0.0%
r8,86.7%,80.0%
r1,96.7%,0.0%
r30,16.7%,20.0%
r22,2.4%,11.9%
r26,60.0%,60.0%
r9,100.0%,100.0%
r14,55.6%,4.4%
r2,50.0%,32.5%
r20,20.0%,2.5%
r15,93.3%,93.3%
Total,42.9%,43.2%
