List,gaussian_mixture,kmeans
r31,0.0%,0.0%
r7,100.0%,0.0%
r10,40.0%,40.0%
r21,25.0%,0.0%
r34,14.3%,14.3%
r4,10.0%,0.0%
r33,100.0%,100.0%
r12,26.7%,40.0%
r13,94.3%,94.3%
r6,91.4%,91.4%
r29,100.0%,0.0%
r3,6.7%,13.3%
r24,15.0%,15.0%
r32,0.0%,0.0%
r16,46.7%,46.7%
r28,42.2%,100.0%
r25,83.3%,6.7%
r23,5.6%,5.6%
r18,6.7%,10.0%
r11,2.2%,73.3%
r27,96.0%,96.0%
r5,55.0%,55.0%
r17,36.7%,10.0%
r19,0.0%,0.0%
r8,80.0%,80.0%
r1,0.0%,3.3%
r30,16.7%,3.3%
r22,4.8%,16.7%
r26,60.0%,40.0%
r9,0.0%,100.0%
r14,15.6%,6.7%
r2,32.5%,32.5%
r20,75.0%,20.0%
r15,0.0%,0.0%
Total,41.6%,35.9%
