List,gaussian_mixture,kmeans
r31,0.0%,0.0%
r7,76.7%,76.7%
r10,40.0%,20.0%
r21,100.0%,0.0%
r34,42.9%,11.4%
r4,0.0%,10.0%
r33,100.0%,100.0%
r12,10.0%,40.0%
r13,17.1%,40.0%
r6,57.1%,31.4%
r29,32.7%,11.5%
r3,6.7%,13.3%
r24,12.5%,7.5%
r32,96.7%,96.7%
r16,40.0%,40.0%
r28,42.2%,42.2%
r25,83.3%,83.3%
r23,5.6%,11.1%
r18,23.3%,23.3%
r11,22.2%,24.4%
r27,96.0%,100.0%
r5,42.5%,22.5%
r17,10.0%,3.3%
r19,0.0%,0.0%
r8,3.3%,86.7%
r1,70.0%,70.0%
r30,30.0%,30.0%
r22,4.8%,2.4%
r26,60.0%,0.0%
r9,100.0%,100.0%
r14,22.2%,37.8%
r2,30.0%,45.0%
r20,20.0%,47.5%
r15,6.7%,63.3%
Total,37.8%,40.4%
