List,gaussian_mixture,kmeans
r31,50.0%,0.0%
r7,73.3%,73.3%
r10,20.0%,0.0%
r21,0.0%,0.0%
r34,22.9%,68.6%
r4,10.0%,10.0%
r33,100.0%,100.0%
r12,40.0%,3.3%
r13,0.0%,40.0%
r6,40.0%,40.0%
r29,40.4%,90.4%
r3,6.7%,13.3%
r24,10.0%,2.5%
r32,96.7%,3.3%
r16,6.7%,3.3%
r28,42.2%,75.6%
r25,80.0%,80.0%
r23,11.1%,22.2%
r18,26.7%,13.3%
r11,22.2%,48.9%
r27,4.0%,4.0%
r5,45.0%,20.0%
r17,20.0%,40.0%
r19,100.0%,100.0%
r8,80.0%,80.0%
r1,70.0%,23.3%
r30,50.0%,20.0%
r22,2.4%,2.4%
r26,40.0%,0.0%
r9,100.0%,100.0%
r14,35.6%,57.8%
r2,42.5%,42.5%
r20,20.0%,22.5%
r15,0.0%,36.7%
Total,38.8%,41.2%
