List,gaussian_mixture,kmeans
r31,66.7%,0.0%
r7,76.7%,23.3%
r10,40.0%,20.0%
r21,0.0%,0.0%
r34,42.9%,11.4%
r4,10.0%,10.0%
r33,100.0%,100.0%
r12,40.0%,40.0%
r13,40.0%,40.0%
r6,0.0%,57.1%
r29,32.7%,46.2%
r3,6.7%,6.7%
r24,12.5%,15.0%
r32,96.7%,96.7%
r16,40.0%,40.0%
r28,24.4%,73.3%
r25,83.3%,83.3%
r23,5.6%,0.0%
r18,23.3%,10.0%
r11,22.2%,31.1%
r27,4.0%,96.0%
r5,42.5%,42.5%
r17,13.3%,6.7%
r19,0.0%,0.0%
r8,80.0%,80.0%
r1,70.0%,70.0%
r30,30.0%,30.0%
r22,2.4%,2.4%
r26,60.0%,40.0%
r9,100.0%,0.0%
r14,22.2%,11.1%
r2,30.0%,30.0%
r20,47.5%,47.5%
r15,13.3%,10.0%
Total,37.7%,38.4%
