List,gaussian_mixture,kmeans
r31,0.0%,0.0%
r7,76.7%,23.3%
r10,20.0%,20.0%
r21,25.0%,0.0%
r34,28.6%,14.3%
r4,20.0%,10.0%
r33,100.0%,100.0%
r12,10.0%,0.0%
r13,48.6%,48.6%
r6,71.4%,0.0%
r29,36.5%,40.4%
r3,6.7%,6.7%
r24,17.5%,15.0%
r32,96.7%,96.7%
r16,33.3%,36.7%
r28,42.2%,33.3%
r25,83.3%,83.3%
r23,11.1%,0.0%
r18,10.0%,6.7%
r11,22.2%,31.1%
r27,100.0%,4.0%
r5,17.5%,40.0%
r17,3.3%,20.0%
r19,0.0%,0.0%
r8,80.0%,80.0%
r1,70.0%,70.0%
r30,6.7%,20.0%
r22,2.4%,7.1%
r26,0.0%,60.0%
r9,100.0%,0.0%
r14,26.7%,4.4%
r2,30.0%,45.0%
r20,47.5%,20.0%
r15,36.7%,66.7%
Total,40.0%,32.4%
