List,gaussian_mixture,kmeans
r31,66.7%,16.7%
r7,100.0%,0.0%
r10,20.0%,0.0%
r21,25.0%,0.0%
r34,5.7%,0.0%
r4,0.0%,0.0%
r33,0.0%,100.0%
r12,3.3%,36.7%
r13,34.3%,2.9%
r6,0.0%,97.1%
r29,13.5%,13.5%
r3,73.3%,73.3%
r24,2.5%,22.5%
r32,0.0%,100.0%
r16,30.0%,0.0%
r28,0.0%,0.0%
r25,13.3%,3.3%
r23,11.1%,5.6%
r18,10.0%,3.3%
r11,6.7%,20.0%
r27,96.0%,96.0%
r5,7.5%,0.0%
r17,3.3%,53.3%
r19,0.0%,100.0%
r8,93.3%,93.3%
r1,53.3%,53.3%
r30,26.7%,13.3%
r22,9.5%,14.3%
r26,6.7%,0.0%
r9,0.0%,0.0%
r14,64.4%,57.8%
r2,47.5%,47.5%
r20,40.0%,0.0%
r15,26.7%,26.7%
Total,24.9%,31.5%
