List,gaussian_mixture,kmeans
r31,33.3%,66.7%
r7,0.0%,0.0%
r10,20.0%,20.0%
r21,25.0%,0.0%
r34,57.1%,31.4%
r4,0.0%,0.0%
r33,100.0%,0.0%
r12,6.7%,36.7%
r13,37.1%,34.3%
r6,97.1%,97.1%
r29,13.5%,13.5%
r3,73.3%,80.0%
r24,5.0%,5.0%
r32,100.0%,100.0%
r16,80.0%,0.0%
r28,24.4%,24.4%
r25,16.7%,3.3%
r23,0.0%,0.0%
r18,20.0%,26.7%
r11,13.3%,13.3%
r27,96.0%,0.0%
r5,2.5%,5.0%
r17,16.7%,56.7%
r19,100.0%,100.0%
r8,0.0%,0.0%
r1,73.3%,70.0%
r30,3.3%,33.3%
r22,2.4%,2.4%
r26,20.0%,6.7%
r9,9.1%,0.0%
r14,64.4%,62.2%
r2,0.0%,30.0%
r20,52.5%,35.0%
r15,0.0%,26.7%
Total,33.7%,28.1%
