List,gaussian_mixture,kmeans
r31,0.0%,0.0%
r7,100.0%,100.0%
r10,0.0%,20.0%
r21,0.0%,0.0%
r34,80.0%,80.0%
r4,10.0%,0.0%
r33,100.0%,100.0%
r12,40.0%,40.0%
r13,48.6%,48.6%
r6,0.0%,97.1%
r29,100.0%,100.0%
r3,6.7%,6.7%
r24,5.0%,2.5%
r32,96.7%,96.7%
r16,3.3%,36.7%
r28,57.8%,42.2%
r25,6.7%,83.3%
r23,16.7%,5.6%
r18,20.0%,26.7%
r11,73.3%,24.4%
r27,96.0%,96.0%
r5,27.5%,12.5%
r17,36.7%,16.7%
r19,0.0%,0.0%
r8,80.0%,0.0%
r1,70.0%,0.0%
r30,3.3%,0.0%
r22,23.8%,19.0%
r26,40.0%,60.0%
r9,100.0%,100.0%
r14,55.6%,64.4%
r2,85.0%,52.5%
r20,47.5%,20.0%
r15,0.0%,0.0%
Total,48.6%,44.6%
