List,gaussian_mixture,kmeans
r31,16.7%,0.0%
r7,0.0%,0.0%
r10,0.0%,0.0%
r21,0.0%,0.0%
r34,57.1%,57.1%
r4,0.0%,0.0%
r33,0.0%,100.0%
r12,36.7%,36.7%
r13,8.6%,8.6%
r6,97.1%,97.1%
r29,13.5%,13.5%
r3,73.3%,73.3%
r24,2.5%,2.5%
r32,100.0%,0.0%
r16,6.7%,0.0%
r28,24.4%,24.4%
r25,53.3%,56.7%
r23,0.0%,0.0%
r18,23.3%,10.0%
r11,11.1%,11.1%
r27,96.0%,96.0%
r5,27.5%,5.0%
r17,0.0%,6.7%
r19,0.0%,100.0%
r8,93.3%,0.0%
r1,0.0%,73.3%
r30,0.0%,40.0%
r22,2.4%,4.8%
r26,13.3%,0.0%
r9,4.5%,18.2%
r14,57.8%,6.7%
r2,37.5%,2.5%
r20,32.5%,20.0%
r15,0.0%,26.7%
Total,28.0%,26.3%
