List,gaussian_mixture,kmeans
r31,0.0%,0.0%
r7,76.7%,76.7%
r10,20.0%,20.0%
r21,25.0%,0.0%
r34,14.3%,14.3%
r4,10.0%,10.0%
r33,100.0%,100.0%
r12,10.0%,40.0%
r13,17.1%,40.0%
r6,5.7%,37.1%
r29,34.6%,9.6%
r3,6.7%,13.3%
r24,15.0%,12.5%
r32,96.7%,96.7%
r16,40.0%,13.3%
r28,42.2%,24.4%
r25,83.3%,83.3%
r23,11.1%,11.1%
r18,20.0%,20.0%
r11,31.1%,6.7%
r27,100.0%,100.0%
r5,32.5%,2.5%
r17,3.3%,20.0%
r19,0.0%,0.0%
r8,83.3%,80.0%
r1,70.0%,70.0%
r30,16.7%,16.7%
r22,7.1%,16.7%
r26,40.0%,60.0%
r9,0.0%,0.0%
r14,26.7%,15.6%
r2,42.5%,25.0%
r20,20.0%,20.0%
r15,3.3%,3.3%
Total,34.7%,32.0%
