List,gaussian_mixture,kmeans
r31,50.0%,0.0%
r7,0.0%,0.0%
r10,0.0%,20.0%
r21,75.0%,0.0%
r34,5.7%,25.7%
r4,20.0%,20.0%
r33,100.0%,100.0%
r12,40.0%,40.0%
r13,11.4%,45.7%
r6,97.1%,97.1%
r29,86.5%,13.5%
r3,53.3%,0.0%
r24,2.5%,20.0%
r32,100.0%,100.0%
r16,76.7%,53.3%
r28,0.0%,40.0%
r25,10.0%,30.0%
r23,0.0%,0.0%
r18,20.0%,3.3%
r11,20.0%,17.8%
r27,96.0%,96.0%
r5,27.5%,22.5%
r17,0.0%,0.0%
r19,100.0%,100.0%
r8,0.0%,0.0%
r1,0.0%,70.0%
r30,13.3%,33.3%
r22,16.7%,2.4%
r26,20.0%,13.3%
r9,31.8%,40.9%
r14,57.8%,0.0%
r2,0.0%,45.0%
r20,42.5%,52.5%
r15,30.0%,26.7%
Total,34.8%,34.6%
