List,gaussian_mixture,kmeans
r31,66.7%,66.7%
r7,73.3%,73.3%
r10,0.0%,0.0%
r21,0.0%,0.0%
r34,65.7%,11.4%
r4,0.0%,10.0%
r33,100.0%,100.0%
r12,13.3%,23.3%
r13,40.0%,94.3%
r6,51.4%,54.3%
r29,100.0%,100.0%
r3,6.7%,20.0%
r24,2.5%,30.0%
r32,100.0%,100.0%
r16,50.0%,50.0%
r28,42.2%,42.2%
r25,3.3%,80.0%
r23,5.6%,22.2%
r18,20.0%,16.7%
r11,24.4%,73.3%
r27,0.0%,4.0%
r5,37.5%,32.5%
r17,30.0%,3.3%
r19,0.0%,0.0%
r8,43.3%,80.0%
r1,96.7%,0.0%
r30,3.3%,23.3%
r22,4.8%,4.8%
r26,100.0%,40.0%
r9,100.0%,95.5%
r14,37.8%,15.6%
r2,62.5%,0.0%
r20,20.0%,20.0%
r15,0.0%,0.0%
Total,41.3%,41.2%
