List,gaussian_mixture,kmeans
r31,66.7%,0.0%
r7,73.3%,73.3%
r10,0.0%,40.0%
r21,0.0%,0.0%
r34,68.6%,22.9%
r4,10.0%,10.0%
r33,100.0%,100.0%
r12,40.0%,40.0%
r13,54.3%,54.3%
r6,40.0%,51.4%
r29,90.4%,90.4%
r3,13.3%,6.7%
r24,15.0%,10.0%
r32,96.7%,96.7%
r16,36.7%,13.3%
r28,33.3%,42.2%
r25,0.0%,76.7%
r23,16.7%,5.6%
r18,20.0%,13.3%
r11,42.2%,31.1%
r27,96.0%,0.0%
r5,25.0%,25.0%
r17,33.3%,26.7%
r19,0.0%,0.0%
r8,80.0%,80.0%
r1,0.0%,0.0%
r30,3.3%,50.0%
r22,0.0%,0.0%
r26,0.0%,0.0%
r9,95.5%,95.5%
r14,22.2%,8.9%
r2,95.0%,62.5%
r20,72.5%,72.5%
r15,0.0%,0.0%
Total,43.6%,39.9%
