List,gaussian_mixture,kmeans
r31,50.0%,50.0%
r7,0.0%,100.0%
r10,20.0%,20.0%
r21,0.0%,0.0%
r34,5.7%,31.4%
r4,0.0%,0.0%
r33,0.0%,100.0%
r12,36.7%,36.7%
r13,31.4%,34.3%
r6,97.1%,0.0%
r29,13.5%,13.5%
r3,73.3%,6.7%
r24,2.5%,25.0%
r32,100.0%,0.0%
r16,0.0%,0.0%
r28,0.0%,75.6%
r25,46.7%,3.3%
r23,0.0%,0.0%
r18,20.0%,20.0%
r11,6.7%,22.2%
r27,96.0%,96.0%
r5,0.0%,5.0%
r17,3.3%,53.3%
r19,100.0%,100.0%
r8,93.3%,93.3%
r1,70.0%,70.0%
r30,10.0%,30.0%
r22,0.0%,2.4%
r26,13.3%,20.0%
r9,0.0%,0.0%
r14,42.2%,22.2%
r2,25.0%,2.5%
r20,40.0%,42.5%
r15,26.7%,0.0%
Total,28.3%,32.1%
