List,gaussian_mixture,kmeans
r31,0.0%,0.0%
r7,100.0%,23.3%
r10,0.0%,20.0%
r21,75.0%,75.0%
r34,0.0%,14.3%
r4,0.0%,0.0%
r33,100.0%,100.0%
r12,40.0%,40.0%
r13,94.3%,94.3%
r6,97.1%,2.9%
r29,90.4%,100.0%
r3,0.0%,6.7%
r24,2.5%,12.5%
r32,0.0%,0.0%
r16,46.7%,46.7%
r28,57.8%,42.2%
r25,6.7%,83.3%
r23,27.8%,27.8%
r18,13.3%,20.0%
r11,2.2%,73.3%
r27,4.0%,96.0%
r5,55.0%,55.0%
r17,40.0%,3.3%
r19,0.0%,0.0%
r8,6.7%,80.0%
r1,0.0%,0.0%
r30,3.3%,23.3%
r22,11.9%,7.1%
r26,60.0%,60.0%
r9,0.0%,0.0%
r14,53.3%,4.4%
r2,60.0%,60.0%
r20,75.0%,0.0%
r15,0.0%,0.0%
Total,38.0%,37.6%
