List,gaussian_mixture,kmeans
r31,0.0%,0.0%
r7,100.0%,100.0%
r10,40.0%,40.0%
r21,75.0%,75.0%
r34,57.1%,57.1%
r4,10.0%,10.0%
r33,100.0%,0.0%
r12,20.0%,33.3%
r13,94.3%,94.3%
r6,97.1%,97.1%
r29,0.0%,9.6%
r3,20.0%,6.7%
r24,5.0%,5.0%
r32,0.0%,0.0%
r16,43.3%,33.3%
r28,57.8%,57.8%
r25,83.3%,83.3%
r23,27.8%,27.8%
r18,20.0%,16.7%
r11,73.3%,73.3%
r27,100.0%,100.0%
r5,55.0%,7.5%
r17,36.7%,16.7%
r19,0.0%,0.0%
r8,83.3%,83.3%
r1,96.7%,0.0%
r30,3.3%,0.0%
r22,11.9%,11.9%
r26,40.0%,60.0%
r9,100.0%,100.0%
r14,51.1%,13.3%
r2,32.5%,32.5%
r20,75.0%,75.0%
r15,0.0%,0.0%
Total,49.2%,39.1%
