List,gaussian_mixture,kmeans
r31,50.0%,50.0%
r7,0.0%,0.0%
r10,0.0%,0.0%
r21,0.0%,0.0%
r34,60.0%,5.7%
r4,0.0%,0.0%
r33,100.0%,100.0%
r12,6.7%,3.3%
r13,2.9%,17.1%
r6,97.1%,97.1%
r29,13.5%,86.5%
r3,73.3%,80.0%
r24,5.0%,10.0%
r32,100.0%,100.0%
r16,80.0%,0.0%
r28,24.4%,24.4%
r25,50.0%,30.0%
r23,0.0%,0.0%
r18,20.0%,30.0%
r11,4.4%,6.7%
r27,96.0%,96.0%
r5,2.5%,25.0%
r17,0.0%,0.0%
r19,0.0%,100.0%
r8,0.0%,93.3%
r1,0.0%,10.0%
r30,10.0%,13.3%
r22,9.5%,2.4%
r26,6.7%,6.7%
r9,0.0%,0.0%
r14,48.9%,26.7%
r2,20.0%,0.0%
r20,35.0%,25.0%
r15,10.0%,26.7%
Total,28.4%,32.2%
