List,gaussian_mixture,kmeans
r31,33.3%,16.7%
r7,0.0%,0.0%
r10,0.0%,20.0%
r21,0.0%,0.0%
r34,57.1%,31.4%
r4,0.0%,0.0%
r33,85.7%,100.0%
r12,40.0%,43.3%
r13,5.7%,2.9%
r6,97.1%,97.1%
r29,13.5%,13.5%
r3,6.7%,80.0%
r24,12.5%,12.5%
r32,100.0%,100.0%
r16,0.0%,33.3%
r28,42.2%,24.4%
r25,56.7%,10.0%
r23,0.0%,11.1%
r18,20.0%,20.0%
r11,15.6%,11.1%
r27,96.0%,0.0%
r5,2.5%,7.5%
r17,60.0%,6.7%
r19,0.0%,0.0%
r8,96.7%,93.3%
r1,0.0%,0.0%
r30,6.7%,10.0%
r22,7.1%,2.4%
r26,13.3%,13.3%
r9,0.0%,22.7%
r14,64.4%,55.6%
r2,45.0%,5.0%
r20,45.0%,10.0%
r15,0.0%,26.7%
Total,33.6%,27.0%
