List,gaussian_mixture,kmeans
r31,66.7%,0.0%
r7,0.0%,0.0%
r10,0.0%,20.0%
r21,0.0%,0.0%
r34,5.7%,60.0%
r4,0.0%,0.0%
r33,0.0%,100.0%
r12,40.0%,20.0%
r13,34.3%,34.3%
r6,97.1%,97.1%
r29,13.5%,13.5%
r3,73.3%,73.3%
r24,10.0%,2.5%
r32,100.0%,100.0%
r16,70.0%,0.0%
r28,24.4%,24.4%
r25,10.0%,26.7%
r23,0.0%,5.6%
r18,13.3%,23.3%
r11,15.6%,20.0%
r27,96.0%,0.0%
r5,2.5%,5.0%
r17,3.3%,0.0%
r19,0.0%,100.0%
r8,0.0%,93.3%
r1,0.0%,73.3%
r30,6.7%,30.0%
r22,9.5%,2.4%
r26,13.3%,20.0%
r9,22.7%,0.0%
r14,57.8%,57.8%
r2,47.5%,45.0%
r20,30.0%,27.5%
r15,0.0%,0.0%
Total,25.8%,33.1%
