List,gaussian_mixture,kmeans
r31,0.0%,0.0%
r7,73.3%,73.3%
r10,40.0%,40.0%
r21,100.0%,0.0%
r34,62.9%,62.9%
r4,10.0%,0.0%
r33,100.0%,100.0%
r12,23.3%,40.0%
r13,40.0%,40.0%
r6,51.4%,51.4%
r29,90.4%,90.4%
r3,6.7%,6.7%
r24,5.0%,12.5%
r32,96.7%,100.0%
r16,0.0%,53.3%
r28,24.4%,24.4%
r25,66.7%,76.7%
r23,22.2%,22.2%
r18,20.0%,10.0%
r11,73.3%,24.4%
r27,96.0%,0.0%
r5,25.0%,25.0%
r17,36.7%,36.7%
r19,82.4%,100.0%
r8,43.3%,3.3%
r1,0.0%,20.0%
r30,26.7%,0.0%
r22,4.8%,4.8%
r26,0.0%,40.0%
r9,95.5%,95.5%
r14,8.9%,15.6%
r2,95.0%,0.0%
r20,72.5%,72.5%
r15,0.0%,40.0%
Total,45.6%,39.8%
