List,gaussian_mixture,kmeans
r31,0.0%,0.0%
r7,23.3%,100.0%
r10,0.0%,20.0%
r21,75.0%,75.0%
r34,0.0%,0.0%
r4,10.0%,0.0%
r33,100.0%,100.0%
r12,26.7%,40.0%
r13,94.3%,94.3%
r6,2.9%,97.1%
r29,0.0%,0.0%
r3,13.3%,13.3%
r24,10.0%,10.0%
r32,0.0%,0.0%
r16,33.3%,46.7%
r28,57.8%,57.8%
r25,83.3%,83.3%
r23,27.8%,27.8%
r18,3.3%,13.3%
r11,73.3%,2.2%
r27,96.0%,96.0%
r5,55.0%,30.0%
r17,3.3%,20.0%
r19,0.0%,0.0%
r8,80.0%,83.3%
r1,0.0%,0.0%
r30,0.0%,10.0%
r22,9.5%,2.4%
r26,60.0%,60.0%
r9,100.0%,0.0%
r14,57.8%,57.8%
r2,60.0%,60.0%
r20,67.5%,47.5%
r15,0.0%,0.0%
Total,38.0%,38.1%
