List,gaussian_mixture,kmeans
r31,0.0%,0.0%
r7,76.7%,76.7%
r10,0.0%,40.0%
r21,0.0%,0.0%
r34,80.0%,80.0%
r4,10.0%,10.0%
r33,100.0%,100.0%
r12,40.0%,40.0%
r13,42.9%,51.4%
r6,97.1%,97.1%
r29,0.0%,9.6%
r3,13.3%,13.3%
r24,2.5%,7.5%
r32,96.7%,100.0%
r16,46.7%,46.7%
r28,100.0%,0.0%
r25,0.0%,6.7%
r23,27.8%,11.1%
r18,16.7%,13.3%
r11,24.4%,22.2%
r27,0.0%,96.0%
r5,57.5%,42.5%
r17,20.0%,43.3%
r19,0.0%,0.0%
r8,3.3%,80.0%
r1,0.0%,70.0%
r30,3.3%,3.3%
r22,14.3%,0.0%
r26,60.0%,40.0%
r9,100.0%,100.0%
r14,55.6%,55.6%
r2,55.0%,65.0%
r20,27.5%,20.0%
r15,0.0%,80.0%
Total,38.6%,43.6%
