List,gaussian_mixture,kmeans
r31,33.3%,33.3%
r7,23.3%,76.7%
r10,0.0%,40.0%
r21,0.0%,75.0%
r34,42.9%,37.1%
r4,10.0%,0.0%
r33,100.0%,100.0%
r12,40.0%,40.0%
r13,40.0%,8.6%
r6,88.6%,37.1%
r29,7.7%,38.5%
r3,13.3%,6.7%
r24,15.0%,15.0%
r32,96.7%,0.0%
r16,40.0%,40.0%
r28,24.4%,42.2%
r25,83.3%,6.7%
r23,5.6%,11.1%
r18,20.0%,6.7%
r11,22.2%,17.8%
r27,100.0%,100.0%
r5,20.0%,35.0%
r17,3.3%,30.0%
r19,0.0%,0.0%
r8,3.3%,0.0%
r1,70.0%,70.0%
r30,20.0%,0.0%
r22,2.4%,7.1%
r26,60.0%,40.0%
r9,0.0%,100.0%
r14,11.1%,42.2%
r2,30.0%,45.0%
r20,20.0%,20.0%
r15,56.7%,66.7%
Total,33.7%,34.6%
