List,gaussian_mixture,kmeans
r31,0.0%,50.0%
r7,76.7%,76.7%
r10,0.0%,0.0%
r21,0.0%,0.0%
r34,20.0%,42.9%
r4,10.0%,0.0%
r33,100.0%,100.0%
r12,40.0%,40.0%
r13,45.7%,54.3%
r6,45.7%,0.0%
r29,86.5%,42.3%
r3,20.0%,20.0%
r24,17.5%,7.5%
r32,96.7%,100.0%
r16,36.7%,16.7%
r28,24.4%,75.6%
r25,80.0%,3.3%
r23,5.6%,11.1%
r18,3.3%,20.0%
r11,24.4%,24.4%
r27,0.0%,100.0%
r5,12.5%,20.0%
r17,36.7%,36.7%
r19,0.0%,0.0%
r8,83.3%,0.0%
r1,56.7%,16.7%
r30,33.3%,0.0%
r22,14.3%,11.9%
r26,13.3%,60.0%
r9,100.0%,100.0%
r14,51.1%,11.1%
r2,0.0%,42.5%
r20,12.5%,20.0%
r15,0.0%,53.3%
Total,37.9%,35.5%
