List,gaussian_mixture,kmeans
r31,0.0%,16.7%
r7,100.0%,0.0%
r10,0.0%,0.0%
r21,75.0%,0.0%
r34,25.7%,0.0%
r4,0.0%,20.0%
r33,100.0%,0.0%
r12,10.0%,46.7%
r13,0.0%,57.1%
r6,0.0%,97.1%
r29,13.5%,13.5%
r3,26.7%,20.0%
r24,10.0%,15.0%
r32,0.0%,100.0%
r16,33.3%,10.0%
r28,42.2%,24.4%
r25,80.0%,80.0%
r23,27.8%,11.1%
r18,23.3%,20.0%
r11,17.8%,44.4%
r27,96.0%,0.0%
r5,25.0%,25.0%
r17,3.3%,40.0%
r19,100.0%,0.0%
r8,83.3%,83.3%
r1,73.3%,70.0%
r30,0.0%,23.3%
r22,2.4%,9.5%
r26,40.0%,40.0%
r9,100.0%,68.2%
r14,62.2%,62.2%
r2,60.0%,0.0%
r20,37.5%,57.5%
r15,0.0%,30.0%
Total,36.6%,34.3%
