List,gaussian_mixture,kmeans
r31,66.7%,50.0%
r7,0.0%,0.0%
r10,0.0%,20.0%
r21,0.0%,0.0%
r34,57.1%,5.7%
r4,0.0%,10.0%
r33,0.0%,0.0%
r12,6.7%,40.0%
r13,34.3%,37.1%
r6,97.1%,97.1%
r29,13.5%,86.5%
r3,73.3%,73.3%
r24,5.0%,5.0%
r32,100.0%,100.0%
r16,3.3%,30.0%
r28,24.4%,75.6%
r25,3.3%,3.3%
r23,5.6%,11.1%
r18,13.3%,20.0%
r11,20.0%,11.1%
r27,100.0%,100.0%
r5,60.0%,7.5%
r17,3.3%,3.3%
r19,0.0%,100.0%
r8,0.0%,93.3%
r1,0.0%,70.0%
r30,36.7%,6.7%
r22,4.8%,11.9%
r26,0.0%,26.7%
r9,0.0%,0.0%
r14,66.7%,24.4%
r2,0.0%,0.0%
r20,27.5%,47.5%
r15,0.0%,0.0%
Total,25.3%,34.7%
