List,gaussian_mixture,kmeans
r31,66.7%,16.7%
r7,0.0%,100.0%
r10,40.0%,40.0%
r21,0.0%,0.0%
r34,0.0%,31.4%
r4,0.0%,0.0%
r33,0.0%,100.0%
r12,36.7%,36.7%
r13,42.9%,17.1%
r6,97.1%,0.0%
r29,13.5%,13.5%
r3,73.3%,0.0%
r24,2.5%,5.0%
r32,100.0%,100.0%
r16,0.0%,0.0%
r28,24.4%,0.0%
r25,53.3%,13.3%
r23,0.0%,0.0%
r18,10.0%,10.0%
r11,20.0%,17.8%
r27,96.0%,96.0%
r5,7.5%,27.5%
r17,3.3%,3.3%
r19,100.0%,0.0%
r8,93.3%,93.3%
r1,6.7%,0.0%
r30,33.3%,13.3%
r22,2.4%,2.4%
r26,6.7%,6.7%
r9,0.0%,13.6%
r14,57.8%,57.8%
r2,2.5%,0.0%
r20,32.5%,30.0%
r15,26.7%,26.7%
Total,28.9%,26.9%
