List,gaussian_mixture,kmeans
r31,0.0%,0.0%
r7,76.7%,76.7%
r10,0.0%,0.0%
r21,0.0%,0.0%
r34,25.7%,11.4%
r4,10.0%,20.0%
r33,100.0%,100.0%
r12,10.0%,6.7%
r13,40.0%,45.7%
r6,0.0%,5.7%
r29,32.7%,36.5%
r3,6.7%,6.7%
r24,15.0%,15.0%
r32,96.7%,96.7%
r16,30.0%,30.0%
r28,57.8%,42.2%
r25,83.3%,3.3%
r23,16.7%,5.6%
r18,13.3%,23.3%
r11,22.2%,31.1%
r27,4.0%,96.0%
r5,22.5%,12.5%
r17,10.0%,10.0%
r19,100.0%,0.0%
r8,83.3%,3.3%
r1,70.0%,70.0%
r30,3.3%,6.7%
r22,2.4%,4.8%
r26,0.0%,40.0%
r9,0.0%,100.0%
r14,28.9%,6.7%
r2,42.5%,32.5%
r20,0.0%,20.0%
r15,33.3%,0.0%
Total,33.3%,30.0%
