List,gaussian_mixture,kmeans
r31,0.0%,16.7%
r7,73.3%,73.3%
r10,0.0%,0.0%
r21,0.0%,0.0%
r34,68.6%,22.9%
r4,0.0%,0.0%
r33,100.0%,100.0%
r12,3.3%,40.0%
r13,60.0%,40.0%
r6,5.7%,51.4%
r29,90.4%,0.0%
r3,13.3%,6.7%
r24,5.0%,5.0%
r32,100.0%,100.0%
r16,53.3%,10.0%
r28,57.8%,42.2%
r25,80.0%,80.0%
r23,5.6%,5.6%
r18,26.7%,26.7%
r11,22.2%,24.4%
r27,4.0%,96.0%
r5,5.0%,5.0%
r17,36.7%,30.0%
r19,0.0%,0.0%
r8,3.3%,3.3%
r1,70.0%,70.0%
r30,16.7%,50.0%
r22,16.7%,2.4%
r26,0.0%,100.0%
r9,95.5%,100.0%
r14,51.1%,46.7%
r2,62.5%,62.5%
r20,20.0%,20.0%
r15,70.0%,0.0%
Total,41.7%,37.3%
