List,gaussian_mixture,kmeans
r31,0.0%,50.0%
r7,76.7%,76.7%
r10,20.0%,20.0%
r21,0.0%,100.0%
r34,40.0%,20.0%
r4,10.0%,10.0%
r33,100.0%,100.0%
r12,10.0%,20.0%
r13,40.0%,48.6%
r6,45.7%,5.7%
r29,84.6%,9.6%
r3,20.0%,6.7%
r24,15.0%,7.5%
r32,96.7%,0.0%
r16,6.7%,33.3%
r28,75.6%,42.2%
r25,83.3%,83.3%
r23,16.7%,27.8%
r18,23.3%,23.3%
r11,22.2%,22.2%
r27,0.0%,100.0%
r5,27.5%,42.5%
r17,16.7%,16.7%
r19,0.0%,0.0%
r8,0.0%,0.0%
r1,70.0%,70.0%
r30,6.7%,3.3%
r22,7.1%,2.4%
r26,0.0%,60.0%
r9,100.0%,0.0%
r14,31.1%,33.3%
r2,30.0%,25.0%
r20,27.5%,75.0%
r15,16.7%,16.7%
Total,37.6%,32.7%
