List,gaussian_mixture,kmeans
r31,16.7%,66.7%
r7,0.0%,0.0%
r10,20.0%,40.0%
r21,0.0%,0.0%
r34,60.0%,60.0%
r4,60.0%,20.0%
r33,0.0%,0.0%
r12,36.7%,36.7%
r13,34.3%,14.3%
r6,97.1%,97.1%
r29,13.5%,13.5%
r3,0.0%,73.3%
r24,15.0%,2.5%
r32,100.0%,100.0%
r16,10.0%,0.0%
r28,24.4%,24.4%
r25,10.0%,10.0%
r23,0.0%,11.1%
r18,26.7%,20.0%
r11,8.9%,15.6%
r27,96.0%,100.0%
r5,7.5%,5.0%
r17,10.0%,0.0%
r19,100.0%,100.0%
r8,0.0%,96.7%
r1,0.0%,0.0%
r30,33.3%,36.7%
r22,2.4%,11.9%
r26,20.0%,13.3%
r9,0.0%,31.8%
r14,55.6%,53.3%
r2,30.0%,0.0%
r20,27.5%,0.0%
r15,0.0%,26.7%
Total,26.7%,28.7%
