List,gaussian_mixture,kmeans
r31,33.3%,16.7%
r7,76.7%,76.7%
r10,40.0%,20.0%
r21,100.0%,100.0%
r34,51.4%,42.9%
r4,20.0%,10.0%
r33,100.0%,100.0%
r12,6.7%,6.7%
r13,54.3%,54.3%
r6,42.9%,94.3%
r29,15.4%,38.5%
r3,6.7%,6.7%
r24,15.0%,15.0%
r32,96.7%,96.7%
r16,40.0%,40.0%
r28,42.2%,42.2%
r25,6.7%,83.3%
r23,11.1%,0.0%
r18,20.0%,23.3%
r11,24.4%,17.8%
r27,4.0%,4.0%
r5,42.5%,42.5%
r17,3.3%,16.7%
r19,0.0%,0.0%
r8,80.0%,3.3%
r1,0.0%,70.0%
r30,3.3%,20.0%
r22,4.8%,4.8%
r26,40.0%,60.0%
r9,100.0%,0.0%
r14,22.2%,13.3%
r2,45.0%,30.0%
r20,47.5%,75.0%
r15,80.0%,66.7%
Total,36.7%,39.5%
