List,gaussian_mixture,kmeans
r31,0.0%,16.7%
r7,100.0%,100.0%
r10,0.0%,0.0%
r21,0.0%,25.0%
r34,5.7%,74.3%
r4,10.0%,10.0%
r33,0.0%,100.0%
r12,3.3%,16.7%
r13,40.0%,5.7%
r6,97.1%,0.0%
r29,50.0%,90.4%
r3,6.7%,6.7%
r24,12.5%,15.0%
r32,100.0%,0.0%
r16,43.3%,36.7%
r28,57.8%,42.2%
r25,0.0%,83.3%
r23,16.7%,0.0%
r18,10.0%,13.3%
r11,2.2%,22.2%
r27,96.0%,96.0%
r5,27.5%,42.5%
r17,23.3%,3.3%
r19,0.0%,0.0%
r8,80.0%,3.3%
r1,0.0%,96.7%
r30,0.0%,3.3%
r22,21.4%,19.0%
r26,60.0%,60.0%
r9,100.0%,100.0%
r14,46.7%,11.1%
r2,55.0%,55.0%
r20,75.0%,75.0%
r15,86.7%,0.0%
Total,39.5%,39.4%
