List,gaussian_mixture,kmeans
r31,0.0%,0.0%
r7,73.3%,26.7%
r10,0.0%,40.0%
r21,100.0%,0.0%
r34,60.0%,14.3%
r4,0.0%,0.0%
r33,100.0%,100.0%
r12,3.3%,3.3%
r13,54.3%,94.3%
r6,51.4%,5.7%
r29,100.0%,100.0%
r3,6.7%,6.7%
r24,10.0%,5.0%
r32,96.7%,96.7%
r16,0.0%,3.3%
r28,33.3%,42.2%
r25,76.7%,80.0%
r23,16.7%,22.2%
r18,3.3%,16.7%
r11,24.4%,73.3%
r27,96.0%,96.0%
r5,20.0%,10.0%
r17,10.0%,26.7%
r19,0.0%,0.0%
r8,80.0%,80.0%
r1,93.3%,73.3%
r30,26.7%,43.3%
r22,19.0%,4.8%
r26,0.0%,0.0%
r9,95.5%,0.0%
r14,6.7%,4.4%
r2,35.0%,60.0%
r20,20.0%,72.5%
r15,0.0%,0.0%
Total,41.2%,40.8%
