List,gaussian_mixture,kmeans
r31,0.0%,0.0%
r7,26.7%,26.7%
r10,0.0%,40.0%
r21,0.0%,0.0%
r34,22.9%,68.6%
r4,0.0%,20.0%
r33,100.0%,0.0%
r12,3.3%,40.0%
r13,60.0%,60.0%
r6,40.0%,51.4%
r29,90.4%,9.6%
r3,13.3%,6.7%
r24,12.5%,17.5%
r32,96.7%,96.7%
r16,36.7%,6.7%
r28,42.2%,57.8%
r25,80.0%,80.0%
r23,5.6%,22.2%
r18,3.3%,6.7%
r11,42.2%,0.0%
r27,0.0%,96.0%
r5,25.0%,5.0%
r17,13.3%,23.3%
r19,0.0%,100.0%
r8,43.3%,80.0%
r1,96.7%,20.0%
r30,16.7%,10.0%
r22,4.8%,4.8%
r26,0.0%,40.0%
r9,95.5%,95.5%
r14,40.0%,20.0%
r2,95.0%,95.0%
r20,5.0%,72.5%
r15,0.0%,0.0%
Total,38.7%,37.5%
